uID,Context
BNC-1665,"The birthday party was of a kind which Cecilia would have wondered at, had she been invited to it, for although a few of Bienvida's classmates were present in its early stages, by seven it had become a celebration for the grown-ups. Bienvida and Jasper were of course still there."
BNC-1667,"What must it be like to be imprisoned here, day after day, month after month? I wonder, does he keep them chained and manacled, thought Fenella, or does he use sorcery?"
BNC-1671,"Strasbourg, Vienna, Bucharest, Istanbul, not stopping, not looking back. I saw her tossing newly gauffred curls as the open roadster headed east, away from Ollie... Temporarily I managed to re-erect my jocular facade, but inside I was panicking."
BNC-1672,"It - the tractor, the boys and the bulbs in the earth - knew she had chosen for them and was coming back to them. Of course there was still love, there was healthy, growing love and its name was called Work."
BNC-1673,"``I just want to show you something.'' He took her protesting hand, and laid it on a thick roll of tablecloths between their bodies."
BNC-1674,"After the twelfth dot, two thirds of the way down the page, the transcript of this long session tails away into blank paper. I suppose what's happened is this."
BNC-1675,"Now that he knows it's himself he can't help noticing the slightly ridiculous and embarrassing qualities - the way the young man frowns importantly as he talks about his job, and waves his arms about when he gets stuck for words. And the way he smiles insincerely at Howard from time to time, and looks straight into his eyes in an effort to demonstrate that he is interested in Howard as well as himself."
BNC-1676,She wouldn't shed tears over that... that brute. He didn't deserve her love - he was utterly hateful.
BNC-1677,"And, such is trust, they went on seeing it after it had gone, for by now they were used to the constant and bewildering ebb and flow of Stevenson money. Each banker took it to be part of some Brand strategy of which he was privileged to see, and be entrusted with, but a small portion."
BNC-1680,"``His name is Matthew Blake,'' Mandy informed Charity as they descended the steps from their cabin on to the paved pathway that led to the lodge."
BNC-1681,"``Black and White Danish Dairy! Nothing near as tasty and tender as our...'' and, her mouth overflowing with steak, beans and croquette potato, Mitzi named an Austrian breed Elisabeth had never heard of (and did not imagine she would need to remember for future use)."
BNC-1682,She was very tired. Every day that week she had got up at five.
BNC-1683,"``These ` ere smugglers is a dangerous bunch from wot I 've ` eard!'' ``If only we could devise a safe way of laying our hands on all that money,'' murmured Pugwash, whose greed was as proverbial as his cowardice."
BNC-1688,``What do you mean she disappeared?''
BNC-1694,"Ockleton, Morpurgo, Cornelius, Dysart and half a dozen others too drunk to mention. But there was so much coming and going that any one of us could have slipped out, pushed Everett through the window and slipped back again without being noticed."
BNC-1697,You 've always made it quite clear that you were staying here and that I could fuck off to the other end of the world for all you cared. You're too busy to speak some days.
BNC-1699,"He had come to entertain serious doubts about it himself. He, too, suffered from an occasional enlightening vision which came to him from the dim past and which he must have suppressed at the time... The extraordinary array of chains and fetters, manacles and shackles exhibited by Birmingham for export to America's slave states, for instance... Why had he not thought more about such exhibits?"
BNC-1707,"Powerlessness. Hope and no-hope, both at the same time."
BNC-1713,My reading might be pointless in terms of the history of literary criticism. But it's not pointless in terms of pleasure.
BNC-1716,Martha made no answer. She could not tell them that she was desperately in love with Bob Lamb.
BNC-1722,"``And somehow it seems to fit in with this landscape too - perhaps it's the sense of space...'' ``Perhaps,'' he agreed before lapsing into silence, but not before she 'd seen his face reflect the pleasure he 'd experienced at her instant recognition of what was clearly one of his favourite recordings. ``Well, we 've arrived!''"
BNC-1724,"``Lucky you. Well, she's found them some rooms in Tewkesbury, and she wants Hayley to go back.''"
BNC-1725,"Ruth found herself in his arms, her face against his broad chest - as if she were a little girl again, in the time before she 'd known he was crazy."
BNC-1730,``Please don't! I'm terribly sorry.''
BNC-1748,"His hair was white, as my daughters reported when they went to view the body before it was given to the Odonata. Now he is known as The Man Who Changed the World, and there are statues to him everywhere."
BNC-1750,"Oh, I did, I did! I was lucky."
BNC-1756,"But even as he spoke he doubted if Excepcionales Chicas would, when the plain Excepcionales was a stand-by, his favourite being Albeans or Invincibles. She turned and faced him again and on a high note she said, ``We have a few Dominicoes.''"
BNC-1761,"A pity. For myself, a great pity."
BNC-1762,He said his name was Paul Berowne. I'm afraid it didn't mean anything to me at the time.
BNC-1763,"``Oh, yes. It's just that it would have been nice to have seen the signs,'' said Caspar, rolling the maps up and packing them in his saddle bag."
BNC-177,It can't really be alive. It's not really about to bite me.
BNC-1771,I was very surprised by all this.
BNC-1776,"The curtain twitched and the Company Manager, Wallas Ward, resplendent in midnight blue dinner jacket, appeared through the centre. ``Ladies and gentlemen, I regret to have to inform you that, due to an accident to Mr. Banks, we will be unable to continue the performance.''"
